model	dataset	trained	epoch_no	perturb_mec	sigma	clip_norm	batch_size	num_images	restarts	OPTIM	cost_fn	indices	weights	scoring	init	tv	opt_score	psnr	test_mse	feat_mse	target_id	timing	dtype	val_acc	rec_img	gt_img
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0147	49.7106	0.0001	0.0000	3486	0:00:43.271684	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0113	67.5959	0.0000	0.0000	9706	0:00:43.309591	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0294	54.1854	0.0000	0.0000	3843	0:00:44.331942	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0131	44.8435	0.0003	0.0000	1768	0:00:43.115192	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0259	45.2171	0.0003	0.0000	4900	0:00:45.170830	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0223	49.8586	0.0001	0.0000	7230	0:00:46.403951	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0197	39.3039	0.0012	0.0000	9256	0:00:44.885804	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0284	45.9666	0.0003	0.0000	3095	0:00:44.092614	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0463	32.2578	0.0063	0.0000	6974	0:00:44.206928	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0152	46.7266	0.0002	0.0000	1061	0:00:45.532404	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0468	48.3444	0.0002	0.0000	1559	0:00:45.016433	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0232	57.5268	0.0000	0.0000	4247	0:00:44.566696	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0682	32.3092	0.0062	0.0001	607	0:00:44.759038	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0439	35.5116	0.0030	0.0000	1884	0:00:45.692979	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0486	38.6200	0.0014	0.0000	1673	0:00:43.201825	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0236	43.8158	0.0004	0.0000	573	0:00:44.028865	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0271	63.4080	0.0000	0.0000	2604	0:00:42.152281	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0404	35.0074	0.0033	0.0001	8138	0:00:45.250487	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0483	43.8468	0.0004	0.0000	8314	0:00:45.035118	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0176	57.5103	0.0000	0.0000	7865	0:00:46.199531	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0387	41.9048	0.0007	0.0000	1886	0:00:44.400607	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0396	32.0162	0.0066	0.0000	8406	0:00:44.160012	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0478	41.0150	0.0008	0.0000	7178	0:00:42.582366	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0626	36.6898	0.0023	0.0000	735	0:00:42.639287	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0394	40.9702	0.0008	0.0000	5689	0:00:44.573363	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0378	39.3749	0.0012	0.0000	3075	0:00:44.139542	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0224	49.5191	0.0001	0.0000	1973	0:00:42.413113	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0342	45.8813	0.0003	0.0000	7276	0:00:44.743075	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0145	52.0660	0.0001	0.0000	3697	0:00:45.070982	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0567	29.4300	0.0120	0.0001	1404	0:00:44.037078	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0398	48.4374	0.0002	0.0000	7437	0:00:43.952146	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0166	39.3235	0.0012	0.0000	8474	0:00:44.646454	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0181	50.7644	0.0001	0.0000	8108	0:00:43.442151	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0258	41.5141	0.0007	0.0000	4095	0:00:43.971798	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0315	35.9404	0.0027	0.0000	2542	0:00:44.086994	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0172	49.5682	0.0001	0.0000	3579	0:00:43.168494	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0369	37.0442	0.0021	0.0000	7837	0:00:42.392823	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0401	38.7279	0.0014	0.0001	5967	0:00:56.135909	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0226	55.2119	0.0000	0.0000	1937	0:00:57.468637	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0205	45.4983	0.0003	0.0000	6412	0:01:16.273767	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0438	34.0471	0.0041	0.0000	2846	0:01:20.697960	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0359	40.5853	0.0009	0.0000	3072	0:01:03.639283	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0219	39.4259	0.0012	0.0000	1983	0:01:07.830343	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0315	40.4583	0.0009	0.0000	9385	0:01:07.094589	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0295	46.1178	0.0003	0.0000	9734	0:00:53.413312	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0390	62.1766	0.0000	0.0000	2430	0:00:48.465847	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad19	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0345	37.0316	0.0021	0.0000	6566	0:00:49.444076	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0323	42.2696	0.0006	0.0000	1814	0:00:48.205115	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0320	47.2231	0.0002	0.0000	1144	0:00:48.163006	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0590	44.8626	0.0003	0.0000	1836	0:00:49.206666	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0400	59.1266	0.0000	0.0000	6276	0:00:50.915658	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0393	47.7891	0.0002	0.0000	7152	0:00:55.258560	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0247	42.5803	0.0006	0.0000	5503	0:00:55.567283	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0279	37.4437	0.0019	0.0000	4042	0:00:55.189386	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0396	33.7499	0.0044	0.0000	4473	0:00:55.262439	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0289	55.1243	0.0000	0.0000	4463	0:00:55.618173	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0222	41.5151	0.0007	0.0000	8793	0:00:56.360376	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0222	44.0396	0.0004	0.0000	4390	0:00:56.304104	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0357	46.8702	0.0002	0.0000	1833	0:00:56.647914	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0280	40.4887	0.0009	0.0000	1443	0:00:56.299904	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0556	50.5363	0.0001	0.0000	4053	0:00:55.650585	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0252	50.3507	0.0001	0.0000	1460	0:00:55.912409	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0428	38.6415	0.0014	0.0000	2904	0:00:56.175778	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0224	42.9733	0.0005	0.0000	4558	0:00:52.356023	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0187	68.8842	0.0000	0.0000	1489	0:00:49.293288	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0495	46.7412	0.0002	0.0000	3728	0:00:52.183175	torch.float32			
mnist mlp	mnist	False	1	ALG_rGaussAGrad16	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0161	41.6054	0.0007	0.0000	6259	0:00:55.059441	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0015	61.9353	0.0000	0.0000	1667	0:00:56.372270	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0012	64.0071	0.0000	0.0000	4908	0:00:56.128759	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0464	29.8829	0.0108	0.0000	706	0:00:49.710564	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0022	59.0122	0.0000	0.0000	2706	0:00:49.510520	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0006	50.9017	0.0001	0.0000	8901	0:00:50.195875	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0252	56.2649	0.0000	0.0000	4193	0:00:53.516763	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0007	58.4502	0.0000	0.0000	9927	0:00:53.832287	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0044	49.9635	0.0001	0.0000	5052	0:00:57.065040	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0008	52.6968	0.0001	0.0000	9988	0:00:57.022891	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0129	35.9652	0.0027	0.0000	5333	0:00:57.148788	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0103	52.0603	0.0001	0.0000	4167	0:00:56.993279	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0188	36.9871	0.0021	0.0000	8259	0:00:57.510996	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0250	33.2693	0.0050	0.0000	2593	0:00:57.175277	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0005	57.8540	0.0000	0.0000	7764	0:00:57.477636	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0006	64.1688	0.0000	0.0000	2978	0:00:57.720549	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0163	55.4168	0.0000	0.0000	7056	0:00:57.003156	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0291	47.7689	0.0002	0.0000	5251	0:00:52.428891	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0636	24.7746	0.0351	0.0003	6075	0:00:49.486541	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0009	59.1357	0.0000	0.0000	7380	0:00:49.748467	torch.float32			
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0056	53.8183	0.0000	0.0000	8677	0:00:50.199135	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0047	48.6491	0.0001	0.0000	5816	0:01:21.589609	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0003	53.0311	0.0001	0.0000	6945	0:01:26.515820	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0030	56.9609	0.0000	0.0000	6232	0:01:21.481541	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0074	49.4553	0.0001	0.0000	8054	0:01:27.551881	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0072	45.0190	0.0003	0.0000	6557	0:01:55.786684	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	73.0677	0.0000	0.0000	2760	0:01:55.532267	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0032	55.9714	0.0000	0.0000	2302	0:01:58.159494	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0065	50.9083	0.0001	0.0000	5466	0:01:58.083347	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0055	47.1045	0.0002	0.0000	6942	0:02:00.322966	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0004	59.6376	0.0000	0.0000	8971	0:01:58.314088	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	67.2626	0.0000	0.0000	578	0:02:00.593288	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0015	48.8877	0.0001	0.0000	3204	0:02:00.609456	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	62.8835	0.0000	0.0000	6929	0:02:00.628106	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0065	49.2638	0.0001	0.0000	2772	0:02:00.741819	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	59.4315	0.0000	0.0000	6794	0:01:59.776538	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0025	51.5007	0.0001	0.0000	8201	0:01:57.825352	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0001	66.6260	0.0000	0.0000	4998	0:01:55.952935	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0001	54.9077	0.0000	0.0000	6676	0:01:55.612637	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	66.0813	0.0000	0.0000	171	0:01:55.689291	torch.float32			
mnist cnn	mnist	False	1	ALG_NoGaussSGD	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0002	59.2542	0.0000	0.0000	5009	0:01:56.585083	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0437	48.6789	0.0001	0.0000	3618	0:01:53.560959	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0538	47.3464	0.0002	0.0000	3730	0:01:53.788987	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0298	46.9232	0.0002	0.0000	8116	0:01:44.984331	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0541	40.9391	0.0008	0.0000	2428	0:01:25.443764	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0457	48.7575	0.0001	0.0000	3554	0:01:32.854316	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0400	55.3689	0.0000	0.0000	1612	0:01:55.039146	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0502	43.6770	0.0005	0.0000	2648	0:01:54.979585	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0531	51.4008	0.0001	0.0000	9560	0:01:54.604337	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0515	40.5880	0.0009	0.0000	6580	0:01:54.709891	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0419	43.0930	0.0005	0.0000	1376	0:01:54.903148	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0487	45.8279	0.0003	0.0000	8989	0:01:56.984494	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0459	50.5671	0.0001	0.0000	7940	0:01:57.008294	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0483	44.3602	0.0004	0.0000	1272	0:01:57.059228	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0525	47.1059	0.0002	0.0000	8727	0:01:57.005800	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0395	43.7354	0.0004	0.0000	2087	0:01:56.983167	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0702	51.7207	0.0001	0.0000	7028	0:01:57.026667	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0476	48.5766	0.0001	0.0000	4828	0:01:56.961030	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0517	47.7871	0.0002	0.0000	1899	0:01:56.496392	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0575	36.0459	0.0026	0.0000	9778	0:01:59.374334	torch.float32			
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0476	45.2786	0.0003	0.0000	2854	0:02:00.197426	torch.float32			
mnist cnn	mnist	False	1	ALG_eGaussAGrad19	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0021	60.4301	0.0000	0.0000	8828	0:01:59.949578	torch.float32			
mnist cnn	mnist	False	1	ALG_eGaussAGrad19	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0080	48.2854	0.0002	0.0000	3424	0:02:00.352353	torch.float32			
mnist cnn	mnist	False	1	ALG_eGaussAGrad19	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0051	49.2404	0.0001	0.0000	9987	0:01:29.181060	torch.float32			
mnist cnn	mnist	False	1	ALG_eGaussAGrad19	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0045	49.4344	0.0001	0.0000	382	0:01:46.055117	torch.float32			
mnist cnn	mnist	False	1	ALG_eGaussAGrad19	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0065	54.8037	0.0000	0.0000	2617	0:01:54.506416	torch.float32			
mnist cnn	mnist	False	1	ALG_eGaussAGrad19	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0018	55.4053	0.0000	0.0000	4613	0:01:54.477402	torch.float32			
mnist cnn	mnist	False	1	ALG_eGaussAGrad19	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0033	55.0071	0.0000	0.0000	455	0:01:54.345347	torch.float32			
mnist cnn	mnist	False	1	ALG_eGaussAGrad19	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0024	62.8566	0.0000	0.0000	4192	0:01:54.518882	torch.float32			
